input_itemid,rank,product_itemid,product_category,product_name,avg_price,avg_discount,like_count,comment_count,product_views,avg_rating,units_sold
2843123374,1,7582713454,Long Sleeves,Kathryn Korean Trend Long Sleeve Croptop 11176#,299.0,77.0,11031,1338,120161,4.83,3478
2843123374,2,7641709091,Short Sleeves,korean fashion knitted blouse MICKEY top shortsleeve,199.0,67.0,101,35,340,4.83,76
2843123374,3,7635156435,Long Sleeves,COD & Ready stock Korean Top Fashion Square Collar Sexy Tops Pleated Small Floral Print Chiffon Croptop oversized shirt,515.0,56.0,456,259,878,4.88,671
2843123374,4,7589366746,Short Sleeves,korean fashion knitted Round neck blouse top short sleeves,300.0,18.0,23,11,1452,5.0,112
2843123374,5,7658961697,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,67.0,80,160,1060,4.93,419
2843123374,6,7563770506,Long Sleeves,Chiffon Korean-Style off-Shoulder Long Sleeve Tops Ribbon Crop Shirt Classic Plain Color Blouse,480.0,41.0,4636,635,20093,4.93,1318
2843123374,7,7512307289,Long Sleeves,Ready stock Korean Office Lady Casual Women Short Sleeve Ruffle Chiffon Blouse Korean top,250.0,26.0,3497,2328,26053,4.78,7212
2854385365,1,7582713454,Long Sleeves,Kathryn Korean Trend Long Sleeve Croptop 11176#,299.0,77.0,11031,1338,120161,4.83,3478
2854385365,2,7547854794,Top,Korean Style Casual Shirt Black White Men's Shirts Harajuku Men Autumn New Loose Long Sleeve Shirt Tops Streetwear Man Oversized Blouse,399.0,20.0,305,43,444,4.74,74
2854385365,3,7635156435,Long Sleeves,COD & Ready stock Korean Top Fashion Square Collar Sexy Tops Pleated Small Floral Print Chiffon Croptop oversized shirt,515.0,56.0,456,259,878,4.88,671
2854385365,4,7589366746,Short Sleeves,korean fashion knitted Round neck blouse top short sleeves,300.0,18.0,23,11,1452,5.0,112
2854385365,5,7658961697,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,67.0,80,160,1060,4.93,419
2854385365,6,7563770506,Long Sleeves,Chiffon Korean-Style off-Shoulder Long Sleeve Tops Ribbon Crop Shirt Classic Plain Color Blouse,480.0,41.0,4636,635,20093,4.93,1318
2854385365,7,7512307289,Long Sleeves,Ready stock Korean Office Lady Casual Women Short Sleeve Ruffle Chiffon Blouse Korean top,250.0,26.0,3497,2328,26053,4.78,7212
2888565607,1,7582713454,Long Sleeves,Kathryn Korean Trend Long Sleeve Croptop 11176#,299.0,77.0,11031,1338,120161,4.83,3478
2888565607,2,7547854794,Top,Korean Style Casual Shirt Black White Men's Shirts Harajuku Men Autumn New Loose Long Sleeve Shirt Tops Streetwear Man Oversized Blouse,399.0,20.0,305,43,444,4.74,74
2888565607,3,7635156435,Long Sleeves,COD & Ready stock Korean Top Fashion Square Collar Sexy Tops Pleated Small Floral Print Chiffon Croptop oversized shirt,515.0,56.0,456,259,878,4.88,671
2888565607,4,7589366746,Short Sleeves,korean fashion knitted Round neck blouse top short sleeves,300.0,18.0,23,11,1452,5.0,112
2888565607,5,7658961697,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,67.0,80,160,1060,4.93,419
2888565607,6,7563770506,Long Sleeves,Chiffon Korean-Style off-Shoulder Long Sleeve Tops Ribbon Crop Shirt Classic Plain Color Blouse,480.0,41.0,4636,635,20093,4.93,1318
2888565607,7,7512307289,Long Sleeves,Ready stock Korean Office Lady Casual Women Short Sleeve Ruffle Chiffon Blouse Korean top,250.0,26.0,3497,2328,26053,4.78,7212
2905997143,1,7582713454,Long Sleeves,Kathryn Korean Trend Long Sleeve Croptop 11176#,299.0,77.0,11031,1338,120161,4.83,3478
2905997143,2,7547854794,Top,Korean Style Casual Shirt Black White Men's Shirts Harajuku Men Autumn New Loose Long Sleeve Shirt Tops Streetwear Man Oversized Blouse,399.0,20.0,305,43,444,4.74,74
2905997143,3,7635156435,Long Sleeves,COD & Ready stock Korean Top Fashion Square Collar Sexy Tops Pleated Small Floral Print Chiffon Croptop oversized shirt,515.0,56.0,456,259,878,4.88,671
