pk_product,date_collected,product_itemid,product_shopid,product_category,product_name,product_price,product_price_min,product_price_max,product_discount,product_brand,product_like_count,product_comment_count,product_views,prod_rate_star_0,prod_rate_star_1,prod_rate_star_2,prod_rate_star_3,prod_rate_star_4,prod_rate_star_5,product_total_rating,stock,units_sold,status,shop_location,shop_is_on_flash_sale,shop_is_preferred_plus_seller,feature_lowest_price_guarantee,feature_can_use_bundle_deal,feature_can_use_cod,feature_can_use_wholesale,feature_show_free_shipping,product_variation_count
202106137919342724,2021-06-13,7919342724,1083822,Short Sleeves,NKD Korean Fashion Erich Basic Daily Polo Tie Top 1104,300.0,135,138,55,No Brand,4504,3696,12815,3447,146,70,9,24,3696,4.89,134411,10154,1,"Taytay, Rizal",0,0,0,0,0,0,0,20
202106137140015494,2021-06-13,7140015494,130651949,Short Sleeves,OnlyYouth Classic knitted blouse korean top short sleeves,,149,149,0,No Brand,293,158,2189,148,3,3,2,0,156,4.9,84,336,1,"San Nicolas, Metro Manila",0,0,0,0,0,0,0,9
202106134843903203,2021-06-13,4843903203,55748694,Short Sleeves,SS Oversized Ringer Top Plus Size Korean Fashion Women Tops Basic Tee,200.0,75,75,63,No Brand,8184,15912,19575,13890,984,606,178,251,15909,4.77,7721,68171,1,"Taytay, Rizal",0,0,0,1,0,0,0,14
2021061311405348262,2021-06-13,11405348262,396605392,Short Sleeves,Women's T-shirt Short Sleeve Collar with small daisy embroidery Korean Fashion 2021,391.0,294,294,25,No Brand,13,0,317,0,0,0,0,0,0,0.0,10799,0,1,Mainland China,0,0,0,1,0,0,0,3
202106132553628745,2021-06-13,2553628745,55748694,Short Sleeves,SS Korean Tops Square Neck Fashion Blouse Semi Crop Top,300.0,55,55,82,No Brand,5999,11825,27205,10138,778,459,200,249,11824,4.72,3358,35672,1,"Taytay, Rizal",0,0,1,1,0,0,1,10
202106137217869256,2021-06-13,7217869256,1083822,Short Sleeves,NKD Korean Fashion Edith Plain X Back Basic Top 1052,150.0,63,63,58,No Brand,518,1544,1029,1422,59,34,12,17,1544,4.85,49297,4333,1,"Taytay, Rizal",0,0,0,0,0,0,0,7
202106133018638392,2021-06-13,3018638392,50582861,Short Sleeves,DIRECT SUPPLIER Korean Fashion Jade Plain Basic Cut Out Top 1054,150.0,58,58,61,No Brand,24,83,1105,80,2,0,0,0,82,4.98,8779,189,1,"Taytay, Rizal",0,0,0,0,0,0,0,9
202106135772767357,2021-06-13,5772767357,348906275,Short Sleeves,Korean style loose and comfortable long-sleeved top,603.0,423,423,30,No Brand,4,0,14,0,0,0,0,0,0,0.0,5244,1,1,"Makati City, Metro Manila",0,0,0,1,0,0,0,3
202106134838940464,2021-06-13,4838940464,55748694,Short Sleeves,SS Korean Crop Top Cinched Cut Garter Tops V Neck Blouse,150.0,58,64,61,No Brand,25389,19744,50978,17229,1293,726,185,309,19742,4.77,34856,55528,1,"Taytay, Rizal",0,0,1,1,0,0,0,14
202106133216519312,2021-06-13,3216519312,1083822,Short Sleeves,NKD Korean Fashion Angel Printed Floral Puff Sleeves Ribbon Tie Top 1004,180.0,89,89,51,No Brand,528,1164,2535,1074,49,26,6,9,1164,4.87,8570,3226,1,"Taytay, Rizal",0,0,0,0,0,0,0,9
202106137758962170,2021-06-13,7758962170,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,80,80,73,No Brand,26,70,888,68,1,0,0,0,69,4.99,183,146,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,12
202106137956324829,2021-06-13,7956324829,36247807,Short Sleeves,Korean casual New top Women Clothes T-shirt Summer short sleeve cartoon long blouse(BVQ),200.0,79,79,61,No Brand,10210,8791,49518,7318,638,440,152,238,8786,4.67,320395,39881,1,"San Nicolas, Metro Manila",0,0,1,1,0,0,0,39
202106136717870027,2021-06-13,6717870027,1083822,Short Sleeves,NKD Korean Fashion Jade Plain Basic Cut Out Top 1054,150.0,58,58,61,No Brand,178,489,3595,473,7,4,3,2,489,4.93,8079,1169,1,"Taytay, Rizal",0,0,0,0,0,0,0,9
202106136258961926,2021-06-13,6258961926,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,99,99,67,No Brand,58,140,746,135,3,2,0,0,140,4.95,360,295,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,12
202106133500414278,2021-06-13,3500414278,55748694,Short Sleeves,SS Korean Overlap Top Ruffle Tops Women Fashion Top Wrap Around,300.0,79,92,74,No Brand,8590,10244,19033,9164,497,285,115,180,10241,4.79,3392,32179,1,"Taytay, Rizal",0,0,1,1,0,0,0,16
202106138812869286,2021-06-13,8812869286,46399675,Short Sleeves,MIKANA Korean Squareneck Knitted Top,200.0,55,55,73,No Brand,8689,9648,123851,8824,363,247,84,129,9647,4.83,10918,26879,1,"Pasig City, Metro Manila",0,0,1,1,0,0,0,7
202106139561220312,2021-06-13,9561220312,64360491,Short Sleeves,korean fashion knitted Round neck blouse top short sleeves,300.0,250,250,17,No Brand,19,4,669,4,0,0,0,0,4,5.0,90,24,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,3
202106135640404015,2021-06-13,5640404015,1083822,Short Sleeves,NKD Korean Fashion Sara Loose Trendy Top 58230,180.0,86,86,55,No Brand,344,660,2028,610,26,13,2,9,660,4.86,88828,1720,1,"Taytay, Rizal",0,0,0,0,0,0,0,9
202106132952422461,2021-06-13,2952422461,325618926,Short Sleeves,Chiffon Ruffled Square Collar Korean Tops Pearl Buttons Solid Color Versatile Slim-Fit Top,500.0,279,279,44,No Brand,167,16,6376,14,0,0,0,0,14,5.0,5802,27,1,Mainland China,0,0,0,0,0,0,0,4
202106138358485297,2021-06-13,8358485297,449754824,Short Sleeves,【BTG】Striped Short-sleeved T-shirt Women's Slim Student Korean Style Top,376.0,188,188,50,No Brand,40,1,2549,1,0,0,0,0,1,5.0,1904,1,1,Mainland China,0,0,0,1,0,0,0,3
202106139312209380,2021-06-13,9312209380,130651949,Short Sleeves,7-color Korean version elegant retro Polo knit V-neck slim short open navel Short Sleeve T-Shirt Top,200.0,149,169,26,No Brand,951,212,8033,194,9,2,2,1,208,4.89,609,485,1,"San Nicolas, Metro Manila",0,0,1,0,0,0,0,7
202106138154700018,2021-06-13,8154700018,64360491,Short Sleeves,korean fashion knitted Round neck blouse top short sleeve,300.0,245,245,18,No Brand,29,19,1584,18,0,0,1,0,19,4.84,136,85,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,6
202106137543788697,2021-06-13,7543788697,25717546,Short Sleeves,VIVENA Women's Korean Style Chic Pleated Short-sleeve w/ Buttons Knitted Top Open Blouses #1141,,259,259,0,No Brand,2245,643,3872,603,22,11,1,5,642,4.9,644,1318,1,"Santa Cruz, Metro Manila",0,0,0,0,0,0,0,11
202106136748102529,2021-06-13,6748102529,293797864,Short Sleeves,Bangkok Inspired Top - MJ Direct Supplier,199.0,158,195,21,No Brand,23721,5472,75378,5009,286,115,28,34,5472,4.87,552,19881,1,"Mandaluyong City, Metro Manila",0,0,0,0,0,1,0,20
202106133550379942,2021-06-13,3550379942,130651949,Short Sleeves,Knitted Tops Korean Blouse short Sleeves Simple Elegan,180.0,149,169,17,No Brand,3488,1603,19962,1479,65,23,16,19,1602,4.85,121,4323,1,"San Nicolas, Metro Manila",0,0,1,0,0,0,0,6
202106133737860883,2021-06-13,3737860883,55610731,Short Sleeves,Checkout link for live selling!✨ Korean polo blouses and Korean Shorts,,25,55,0,No Brand,3,51,131,47,3,1,0,0,51,4.9,2491,266,1,"Candon City, Ilocos Sur",0,0,0,0,0,0,0,1
202106136719338496,2021-06-13,6719338496,1083822,Short Sleeves,NKD Korean Fashion Jana Puff Sleeves Basic Top 1098,180.0,58,58,68,No Brand,867,1330,2147,1167,80,55,8,19,1329,4.78,68027,3309,1,"Taytay, Rizal",0,0,0,0,0,0,0,8
202106136447850897,2021-06-13,6447850897,50582861,Short Sleeves,DIRECT SUPPLIER Fashion Karen Plain Basic Daily Blouse 1018,150.0,58,58,61,No Brand,464,1291,32118,1210,47,23,4,6,1290,4.9,14523,5767,1,"Taytay, Rizal",0,0,1,0,0,0,0,20
202106133858736267,2021-06-13,3858736267,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,350.0,199,199,43,No Brand,50,107,511,103,1,3,0,0,107,4.93,305,272,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,5
202106134317866265,2021-06-13,4317866265,64909141,Short Sleeves,Fashion Women's Solid Half Turtleneck Casual Knitted Tops Sleeveless T-Shirt Crop top Korean top tank top KnitTop Dress,250.0,169,185,32,No Brand,4108,1419,6916,1155,113,92,28,30,1418,4.65,7612,4997,1,Mainland China,0,0,1,1,0,0,0,9
202106133739155029,2021-06-13,3739155029,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,125,125,58,No Brand,179,366,860,356,7,2,0,1,366,4.96,92,973,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,11
202106138858747915,2021-06-13,8858747915,449754824,Short Sleeves,【BTG】Design Niche Short Short-sleeved T-shirt Female Summer Loose Korean Ins High Waist Top,380.0,190,190,50,No Brand,27,2,778,2,0,0,0,0,2,5.0,4992,3,1,Mainland China,0,0,0,1,0,0,0,2
202106133440427470,2021-06-13,3440427470,43841660,Short Sleeves,UFW #19819 & #8208 Korean Knitted Top Short Sleeves,320.0,198,320,38,No Brand,2171,624,6335,566,25,19,5,5,620,4.84,441,1779,1,"Tondo I / Ii, Metro Manila",0,0,1,0,0,0,0,20
202106132888565607,2021-06-13,2888565607,49777615,Short Sleeves,Classic Knitted Blouse Korean Top Short Sleeves office wear fashion sexy blouse,260.0,99,99,62,No Brand,740,342,2501,277,23,13,15,13,341,4.57,44,862,1,"Tondo I / Ii, Metro Manila",0,0,1,0,0,0,0,7
2021061310903816367,2021-06-13,10903816367,64360491,Short Sleeves,korean fashion knitted Round neck blouse top shortsleeve,300.0,235,235,22,No Brand,35,11,1253,9,1,0,0,0,10,4.9,50,46,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,4
2021061311509325244,2021-06-13,11509325244,450136914,Short Sleeves,Monster 2021Summer New Hong Kong Style Short Top Korean Style Niche Design Western Style Hollow-out Short Sleeve Sweater Outer Wear,591.0,355,355,40,No Brand,2,0,52,0,0,0,0,0,0,0.0,616,0,1,Mainland China,0,0,0,0,0,0,0,1
202106136815336673,2021-06-13,6815336673,147240166,Short Sleeves,New Korean style sexy knitted blouse / women's top / plian Color shortsleeve blouse /v-neck top,350.0,179,179,49,No Brand,399,110,6289,97,6,6,0,1,110,4.8,251,264,1,"Caloocan City, Metro Manila",0,0,0,1,0,0,0,5
202106132298035595,2021-06-13,2298035595,43841660,Short Sleeves,UFW #A02 Korean Classic Knitted V Top Blouse,420.0,148,148,65,No Brand,375,401,2044,382,10,4,3,2,401,4.91,287,900,1,"Tondo I / Ii, Metro Manila",0,0,1,0,0,0,1,12
202106133860839252,2021-06-13,3860839252,36754442,Short Sleeves,Kathryn High Quality Korean 2WAY  Back Tie Top BLOUSE FITS TO Large 11113#,150.0,68,68,55,No Brand,91,205,986,183,7,7,4,4,205,4.76,236,509,1,"Taytay, Rizal",0,0,0,1,0,0,0,6
202106136356385195,2021-06-13,6356385195,312874722,Short Sleeves,Korean loose T-shirt is the new trend of summer women Sweethearts outfit,169.0,69,79,59,No Brand,7569,5297,255571,4479,368,275,73,101,5296,4.71,267449,24899,1,"San Nicolas, Metro Manila",0,0,1,0,0,0,0,50
202106136058746526,2021-06-13,6058746526,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,150.0,80,80,47,No Brand,18,35,1720,35,0,0,0,0,35,5.0,377,113,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,12
202106132503296036,2021-06-13,2503296036,126018720,Short Sleeves,【COD ✔️ Ready Stock】Women korean top Dot Print Elegant Chiffon Blouse Crop top Tops,465.0,89,229,81,No Brand,5384,1381,13237,1175,103,63,15,25,1381,4.73,4482,3852,1,Mainland China,0,0,1,1,0,0,0,6
202106138044724338,2021-06-13,8044724338,310915998,Short Sleeves,Yihua 2021 summer Korean version of the new square collar lace wood ears floral chiffon short shirt top women,318.0,268,268,16,No Brand,624,123,16952,110,5,4,0,0,119,4.89,15554,275,1,Mainland China,0,0,0,0,0,0,0,4
202106134587990904,2021-06-13,4587990904,430999411,Short Sleeves,2021 Women's French Bubble Sleeve Blouses are versatile and slim square neck,440.0,264,264,40,No Brand,1,0,56,0,0,0,0,0,0,0.0,798,0,1,Mainland China,0,0,0,0,0,0,0,2
202106136656331828,2021-06-13,6656331828,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,120,300,60,No Brand,93,285,2075,271,7,3,4,0,285,4.91,250,689,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,12
202106138713997224,2021-06-13,8713997224,11187885,Short Sleeves,lettuce trim short sleeves round neck knit top knitted blouse women korean plain shirt ruffle B015,199.0,55,55,72,No Brand,1189,490,21876,384,54,32,15,5,490,4.63,282,1447,1,"Caloocan City, Metro Manila",0,0,1,0,0,0,0,19
202106132011945052,2021-06-13,2011945052,21407329,Short Sleeves,Patriciacai knitted oversized Korean Top  #008,,229,229,0,No Brand,1278,482,5845,469,6,6,1,0,482,4.96,322,1262,1,"Binondo, Metro Manila",0,0,0,0,0,0,0,10
202106136077881062,2021-06-13,6077881062,312874722,Short Sleeves,"Korean fashion large size casual wear, can be used as pajamas skirt/",199.0,69,79,65,No Brand,105,77,1743,71,2,1,3,0,77,4.83,21925,294,1,"San Nicolas, Metro Manila",0,0,1,0,0,0,0,48
202106134655442429,2021-06-13,4655442429,10377223,Short Sleeves,R&O Korean Fashion Simple Stripe Design Casual T-shirt Tops Short Sleeves,150.0,53,53,65,No Brand,698,1728,18666,1651,43,20,6,4,1724,4.93,1312,4170,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,2
202106133540435040,2021-06-13,3540435040,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,400.0,199,199,50,No Brand,921,802,1153,743,40,13,4,2,802,4.89,413,1876,1,"Pasay City, Metro Manila",0,0,1,0,0,0,0,7
202106138545953626,2021-06-13,8545953626,11187885,Short Sleeves,square neck knitted women top blouse shirt rib knit korean bangkok fashuon short sleeves sexy B011,199.0,79,79,60,No Brand,436,60,15781,55,1,3,1,0,60,4.83,415,134,1,"Caloocan City, Metro Manila",0,0,0,0,0,0,0,3
202106138415589436,2021-06-13,8415589436,314198143,Short Sleeves,Korean printed Basic Plus Size (Oversized) Tees,166.0,69,79,58,No Brand,211,165,4371,129,15,16,3,2,165,4.61,20931,869,1,"San Nicolas, Metro Manila",0,0,0,0,0,0,0,49
202106138706600150,2021-06-13,8706600150,254711738,Short Sleeves,Korean Top Luffy Vintage Polo Blouse for Women Cute Tops for Women Trendy Blouse Tops Fashion Blouses Women Loose Blouse Women Clothes,618.0,309,309,50,No Brand,272,40,1252,36,3,0,0,1,40,4.83,9925,62,1,Mainland China,0,0,0,0,0,0,0,3
202106135158237658,2021-06-13,5158237658,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,125,125,58,No Brand,83,150,996,145,3,2,0,0,150,4.95,110,356,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,9
202106131217165724,2021-06-13,1217165724,15173489,Short Sleeves,Korean Tops - Free Size,,55,55,0,No Brand,1325,4278,621,4064,117,58,8,29,4276,4.91,54898,19236,1,"Pasig City, Metro Manila",0,0,1,1,1,0,1,12
202106139855585639,2021-06-13,9855585639,430999411,Short Sleeves,Summer 2021 women's floral chiffon shirt v-neck short sleeve drawstring top,480.0,288,288,40,No Brand,3,0,131,0,0,0,0,0,0,0.0,797,0,1,Mainland China,0,0,0,0,0,0,0,2
202106134359853822,2021-06-13,4359853822,309751081,Short Sleeves,Summer tops Streetwear Vintage butterfly Print Gothic dropshipping Korean White Big Size Harajuku Sh,247.0,99,199,60,No Brand,4591,560,13048,451,45,34,11,19,560,4.6,47892,1276,1,Mainland China,0,0,1,0,0,0,0,4
202106134638701319,2021-06-13,4638701319,64360491,Short Sleeves,korean fashion knitted blouse  knitted top shortsleeve,350.0,199,199,43,No Brand,1072,766,2422,723,29,9,1,4,766,4.91,275,1495,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,9
202106133125135463,2021-06-13,3125135463,5302656,Short Sleeves,Korean bestseller aesthetic pastel graphic tumblr tops/tees (ulzzaang.ph),150.0,99,150,34,No Brand,2983,578,3474,549,19,8,1,1,578,4.93,10,1440,1,"Bacoor, Cavite",0,0,1,0,0,0,0,16
2021061311206861573,2021-06-13,11206861573,449754824,Short Sleeves,【BTG】Retro Short-sleeved T-shirt Female Design Sense Niche New Korean Loose Casual Top Ins,532.0,266,266,50,No Brand,21,0,288,0,0,0,0,0,0,0.0,2500,0,1,Mainland China,0,0,0,1,0,0,0,1
202106136852942677,2021-06-13,6852942677,36222507,Short Sleeves,Knitted Blouse Shortsleeve Koreanfashion CLASSIC blouse tops,165.0,140,140,15,No Brand,225,204,4304,194,5,3,0,1,203,4.93,205,672,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,7
202106131134778948,2021-06-13,1134778948,38991357,Short Sleeves,Knitted Tops Korean Blouse Short Sleeve Simple Elegan,200.0,155,155,23,No Brand,11502,7460,13115,6866,362,127,38,67,7460,4.87,269,24465,1,"Binondo, Metro Manila",0,0,1,0,1,0,1,13
202106131730221486,2021-06-13,1730221486,21407329,Short Sleeves,Patriciacai Knitted Korean Top 2218#,199.0,168,168,16,No Brand,1946,488,3398,477,7,2,0,0,486,4.98,846,1195,1,"Binondo, Metro Manila",0,0,0,0,0,0,1,18
202106134056386412,2021-06-13,4056386412,312874722,Short Sleeves,South Korean T-shirt MLckey Mouse patterned loose short-sleeved blouse new women's summer long top#1,169.0,69,79,59,No Brand,2055,1570,39100,1339,94,85,17,33,1568,4.71,29236,7613,1,"San Nicolas, Metro Manila",0,0,1,0,0,0,0,50
202106134753709026,2021-06-13,4753709026,312874722,Short Sleeves,boutique korean Big yards short sleeves,360.0,79,79,78,No Brand,148,36,547,32,2,1,1,0,36,4.81,20961,110,1,"San Nicolas, Metro Manila",0,0,0,0,0,0,0,41
202106134458965072,2021-06-13,4458965072,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,150.0,99,99,34,No Brand,44,51,4372,50,1,0,0,0,51,4.98,152,147,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,8
202106133742534203,2021-06-13,3742534203,192699788,Short Sleeves,COD Ready stock Women Korean Top Fashion Square Collar Sexy Sweet Pleated Small Floral Print Short Chiffon Shirt,520.0,112,255,78,No Brand,176,48,1818,48,0,0,0,0,48,5.0,5930,126,1,Mainland China,0,0,0,1,0,0,0,6
202106139060921192,2021-06-13,9060921192,449754824,Short Sleeves,【BTG】Summer Korean Version 2021 New Cartoon Print Design Sense Bubble Sleeve Loose Short-sleeved T-shirt Top Women's Clothing,584.0,292,292,50,No Brand,10,0,272,0,0,0,0,0,0,0.0,2499,0,1,Mainland China,0,0,0,1,0,0,0,1
202106134940886722,2021-06-13,4940886722,55748694,Short Sleeves,SS Lettuce Blouse Top Basic Crop Top Korean Fashion Women Tops,100.0,45,55,55,No Brand,10050,16817,46337,14607,1073,607,241,288,16816,4.75,16131,53978,1,"Taytay, Rizal",0,0,1,1,0,0,0,15
202106134243944998,2021-06-13,4243944998,1083822,Short Sleeves,NKD Korean Fashion Erich Basic Printed Floral Daily Polo Tie Top 1104,300.0,135,138,55,No Brand,666,767,6399,732,19,12,1,3,767,4.92,79163,2134,1,"Taytay, Rizal",0,0,0,0,0,0,0,15
202106139412391511,2021-06-13,9412391511,38991063,Short Sleeves,AS ELEGANT korean trendy clothes crop top /plain color v-neck knitted 1912 (0816),250.0,200,200,20,No Brand,28,10,840,10,0,0,0,0,10,5.0,57,22,1,"Tondo I / Ii, Metro Manila",0,0,0,0,0,0,0,9
202106133052625282,2021-06-13,3052625282,449754824,Short Sleeves,【BTG】2021 New Korean Version of Loose Letters Printed Short-sleeved T-shirt Girl Short Top,337.0,169,169,50,No Brand,33,1,1231,0,1,0,0,0,1,4.0,10007,3,1,Mainland China,0,0,0,1,0,0,0,3
202106132768006775,2021-06-13,2768006775,25811092,Short Sleeves,Angelcity Oversized Ringer Top Plus Size Korean Fashion Women Tops Basic tee ML,189.0,63,79,67,No Brand,15453,12704,120703,11156,685,467,152,244,12704,4.76,84138,49684,1,"Pasay City, Metro Manila",1,0,1,0,0,0,1,5
202106135572089037,2021-06-13,5572089037,345537112,Short Sleeves,[Today only] Design Sense Bandage Puff Sleeve Square Collar Pleated Crop Top Women New Korean Short Shirt,389.0,234,234,40,No Brand,188,35,345,34,0,1,0,0,35,4.94,2933,72,1,Mainland China,0,0,0,0,0,0,0,1
202106136818762101,2021-06-13,6818762101,40117429,Short Sleeves,【Ready stock】Korean Top Square Collar Solid Puff Sleeve Knitted Short T-Shirt Crop top,504.0,265,265,47,No Brand,399,33,1520,29,2,2,0,0,33,4.82,1982,61,1,Mainland China,0,0,0,1,0,0,0,2
202106139960386794,2021-06-13,9960386794,325618926,Short Sleeves,Retro Pleated Slim-Fit Puff Sleeve Flounces Shirt Square Collar off-Shoulder Floral Tops,600.0,272,272,55,No Brand,52,3,2700,2,0,0,0,1,3,3.67,15002,3,1,Mainland China,0,0,0,0,0,0,0,4
202106133981976931,2021-06-13,3981976931,345811478,Short Sleeves,ins Korean fashion polo collar knit sexy slim fit short sleeved crop top women ootd,381.0,238,238,38,No Brand,687,18,1921,15,3,0,0,0,18,4.83,4952,39,1,Mainland China,0,0,1,0,0,0,0,5
202106135560472579,2021-06-13,5560472579,328633553,Short Sleeves,LALUNA Korean Fashion Erich Basic Printed Floral Daily Polo Tie Top 1104,147.0,137,137,7,No Brand,4,5,161,5,0,0,0,0,5,5.0,5992,43,1,"Taytay, Rizal",0,0,0,0,0,0,0,13
202106132843123374,2021-06-13,2843123374,5302656,Short Sleeves,Korean Aesthetic Pastel Graphic Tees/Tops Ulzzaang Official,150.0,99,99,34,No Brand,2923,488,6229,459,18,9,0,2,488,4.91,3,1063,1,"Bacoor, Cavite",0,0,1,0,0,0,0,8
202106133264364106,2021-06-13,3264364106,49777359,Short Sleeves,2020 Summer New Korean Unisex Fashion Wild Hip-hop Gradient Short Sleeve T-shirt,356.0,168,168,53,No Brand,778,211,494,186,10,13,0,2,211,4.79,1133,683,1,"Tondo I / Ii, Metro Manila",0,0,0,1,0,0,0,4
202106138528691619,2021-06-13,8528691619,11187885,Short Sleeves,women button down knitted knit lettuce top strawberry floral short sleeves women bangkok korean B032,299.0,79,79,74,No Brand,627,197,8969,187,6,1,1,1,196,4.92,29,473,1,"Caloocan City, Metro Manila",0,0,0,0,0,0,0,3
202106134840459112,2021-06-13,4840459112,55748694,Short Sleeves,SS Korean Basic Blouse Top Women Short Sleeve Tops Fits Small to Semi-Large,100.0,49,52,51,No Brand,11430,12351,65502,10623,864,486,141,237,12351,4.74,10804,38988,1,"Taytay, Rizal",0,0,1,1,0,0,0,14
202106136820292981,2021-06-13,6820292981,81430775,Short Sleeves,Blackpink Jennie Sexy Slim Crop Top Korean Women's Knitted Short-Sleeved T-Shirt Tops,,380,380,0,No Brand,979,21,1765,21,0,0,0,0,21,5.0,825,51,1,Mainland China,0,0,0,0,0,0,0,4
202106139464930777,2021-06-13,9464930777,462140676,Short Sleeves,【Spot sale】【High-quality cloth】Vintage Oil Painting Printed Vacation Style Shirt Women's 2021 Summer New Loose Suit Collar Short blouse labuh blouse women blouse korean style blouse murah blouse putih blouse women muslimah top shirt woman top shirt top,450.0,270,270,40,No Brand,2,0,42,0,0,0,0,0,0,0.0,1000,0,1,Mainland China,0,0,0,0,0,0,0,1
202106139220362142,2021-06-13,9220362142,347488706,Short Sleeves,V-neck Short-Sleeved New Korean Style Slim Women Tops Solid Color All-match Shirt,320.0,199,199,38,No Brand,18,8,337,7,0,1,0,0,8,4.75,7967,25,1,Mainland China,0,0,0,0,0,0,0,8
202106133647718311,2021-06-13,3647718311,32632247,Short Sleeves,Korean fashion Self-cultivation Knitting top,,250,250,0,No Brand,237,34,755,30,2,1,0,1,34,4.76,25,78,1,"Binondo, Metro Manila",0,0,0,0,0,0,0,5
202106132810243730,2021-06-13,2810243730,45837310,Short Sleeves,Women Plaid Shirts Long Sleeve Sweet Yellow Korean Style Loose Causal Shirt Tops,416.0,249,249,40,No Brand,1632,71,804,55,9,7,0,0,71,4.68,389,162,1,Mainland China,0,0,0,1,0,0,0,4
202106134942096740,2021-06-13,4942096740,258468274,Short Sleeves,DIRECT SUPPLIER Lyka Basic Daily Top 1162,150.0,58,58,61,No Brand,67,144,489,137,2,3,1,1,144,4.9,5802,330,1,"Taytay, Rizal",0,0,0,0,0,0,0,8
202106136866686015,2021-06-13,6866686015,341350505,Short Sleeves,[Real Photo] Xiaoran Shirt Korean women 2021 Summer New Chic All-match Temperament Suit Collar Chiffon Short-sleeved Top,541.0,289,289,47,No Brand,538,18,3555,15,1,1,0,0,17,4.82,2962,36,1,Mainland China,0,0,0,1,0,0,0,3
202106132702598688,2021-06-13,2702598688,21407329,Short Sleeves,Patriciacai knitted Round-neck short sleeve Korean Top #1905,169.0,169,169,34,No Brand,6203,3887,11733,3737,106,31,5,8,3887,4.94,3869,12836,1,"Binondo, Metro Manila",0,0,1,0,0,0,1,20
202106137357578530,2021-06-13,7357578530,187135110,Short Sleeves,Women Puff Off Shoulder Smocked Tops Plaid Square Collar Sweet Exposed Navel Casual Short Sleeve Crop Blouse korean top,421.0,215,215,49,No Brand,1458,113,5227,95,9,7,2,0,113,4.74,761,242,1,Mainland China,0,0,0,1,0,0,0,1
202106136390757748,2021-06-13,6390757748,449754824,Short Sleeves,【BTG】Simple and Versatile Solid Color Long-sleeved T-shirt Ins Korean Style Cropped Crop Top,554.0,277,277,50,No Brand,1,0,13,0,0,0,0,0,0,0.0,9000,0,1,Mainland China,0,0,0,0,0,0,0,6
202106139219683373,2021-06-13,9219683373,365058565,Short Sleeves,OnlyYouth Classic knitted blouse korean top short sleeves,199.0,99,99,50,No Brand,209,64,4915,57,3,2,1,1,64,4.78,4,225,1,"Tondo I / Ii, Metro Manila",0,0,0,0,0,0,0,7
202106134050900653,2021-06-13,4050900653,303372405,Short Sleeves,Women's Korean style short-sleeved t-shirts women's loose tops plus size women,216.0,138,138,36,No Brand,532,99,1042,82,7,5,2,3,99,4.65,17778,207,1,Mainland China,0,0,0,0,0,0,0,6
202106132256474527,2021-06-13,2256474527,6381125,Short Sleeves,Sexy Korean Twisted Knit Top (SM654),339.0,169,169,50,No Brand,1700,974,1782,913,34,17,7,3,974,4.9,308,2021,1,"Quezon City, Metro Manila",0,0,1,0,0,0,1,9
2021061311108419530,2021-06-13,11108419530,449754824,Short Sleeves,【BTG】Summer New Korean Version of Solid Color Loose Ins Short-sleeved T-shirt Women's Short Top,572.0,286,286,50,No Brand,1,0,16,0,0,0,0,0,0,0.0,8000,0,1,Mainland China,0,0,0,0,0,0,0,4
202106133658908148,2021-06-13,3658908148,214411474,Short Sleeves,Spring / Summer 2020 New Cut Out Water Soluble Lace Lace Shirt Korean Version Slim Short High Waist Irregular Outerwear Top,,418,418,0,No Brand,547,22,1917,20,1,0,0,0,21,4.95,3941,60,1,Mainland China,0,0,0,1,0,0,0,4
202106131528016397,2021-06-13,1528016397,21407329,Short Sleeves,Patriciacai knitted Korean Top #8849,275.0,179,179,35,No Brand,1067,335,898,323,10,1,1,0,335,4.96,493,685,1,"Binondo, Metro Manila",0,0,0,0,0,0,1,11
